AOBJECTID,ASSET_NAME,SITE_NAME,CHILD_OF,ADDRESS,TYPE,USE_,DESCRIPTION,SQ_FEET,ACREAGE,ZIPCODE,ALLIAS,CHRONOLOGY,NOTES,DATE_EDITED,EDITED_BY,OCCUPANT,TENANT,LABEL
964,Belmont Grove Picnic Pavilion,Belmont Grove,West Fairmount Park,BELMONT MANSION DRIVE,Structure,Pavilion\Shelter,,1206.537624,0.0276984,19131, , ,,12-Nov-13,Vanessa Miller,Lessee/Tenants,FP-Special Events,
965,Belmont Grove Picnic Pavilion,Belmont Grove,West Fairmount Park,BELMONT MANSION DRIVE,Structure,Pavilion\Shelter,,1143.306725,0.02624682,19131, , ,,12-Nov-13,Vanessa Miller,Lessee/Tenants,FP-Special Events,
966,Guard Box @ Ridgeland,West Fairmount Park,West Fairmount Park,4000 CHAMOUNIX DR,Structure,Guard Box,Historic Structure,42.68587936,0.00097994,19131, , ,,12-Nov-13,Vanessa Miller,PPR,,
967,Guard Box @ East Park Canoe House,East Fairmount Park,East Fairmount Park,2400 JOHN B KELLY DR,Structure,Guard Box,Historic Structure,88.44751054,0.00203048,19121, , ,,12-Nov-13,Vanessa Miller,PPR,,
968,Strawberry Mansion Music Pavilion,East Fairmount Park,East Fairmount Park,3502 STRAWBERRY MANSION BRIDGE DR,Structure,Pavilion\Shelter,Historic Building,2702.032632,0.06203038,19132, , ,,12-Nov-13,Vanessa Miller,PPR,,Strawberry Mansion
969,Chamounix Tennis Pavilion,Chamounix Tennis,West Fairmount Park,3601 CHAMOUNIX DR,Structure,Pavilion\Shelter,Historic Structure,926.1751012,0.02126214,19131, , ,,12-Nov-13,Vanessa Miller,Lessee/Tenants,Friends of Chamounix Tennis,
970,Guard Box @ Kelly Drive,East Fairmount Park,East Fairmount Park,2700 JOHN B KELLY DR,Structure,Guard Box,Historic Structure,47.90365522,0.00109972,19132, , ,,12-Nov-13,Vanessa Miller,PPR,,
971,Guard Box @ Falls Road House,West Fairmount Park,West Fairmount Park,3599 CONSHOHOCKEN AVE,Structure,Guard Box,Historic Structure,144.7597429,0.00332324,19131, , ,,12-Nov-13,Vanessa Miller,PPR,,
972,Guard Box @ Hunting Park,Hunting Park,Hunting Park,4101 OLD YORK RD,Structure,Guard Box,Historic Structure,117.7818861,0.00270391,19140, , ,,12-Nov-13,Vanessa Miller,PPR,,
973,Hunting Park Picnic Pavilion,Hunting Park,Hunting Park,1110 W HUNTING PARK AVE,Structure,Pavilion\Shelter,Historic Building,2459.090345,0.05645317,19140, , ,,12-Nov-13,Vanessa Miller,PPR,,Hunting Park
974,Hunting Park Music Pavilion,Hunting Park,Hunting Park,1023 W HUNTING PARK AVE,Structure,Pavilion\Shelter,Historic Building,2432.393901,0.0558403,19140, , ,,12-Nov-13,Vanessa Miller,PPR,,Hunting Park
975,Lincoln Drive Shelter,Wissahickon Valley Park,Wissahickon Valley Park,6049 WISSAHICKON DR,Structure,Pavilion\Shelter,Historic Building,611.459836,0.01403724,19144, , ,,19-Dec-12,Vanessa Miller,PPR,,
976,Guard Box @ Blue Stone Bridge,Wissahickon Valley Park,Wissahickon Valley Park,5490 WISSAHICKON DR,Structure,Guard Box,Historic Structure,45.9907297,0.00105581,19128, , ,,12-Nov-13,Vanessa Miller,PPR,,
977,Guard Box @ Lincoln and Wissahickon,Wissahickon Valley Park,Wissahickon Valley Park,6020 WISSAHICKON AVE,Structure,Guard Box,Historic Structure,122.69759,0.00281676,19144, , ,,12-Nov-13,Vanessa Miller,PPR,,
978,Blue Bell Picnic Pavilion and Bathrooms,Blue Bell Park,Wissahickon Valley Park,694 WALNUT LA,Structure,Pavilion\Shelter,Multi-Use Bldg,1419.472976,0.03258675,19144, , ,,12-Nov-13,Vanessa Miller,PPR,,
979,Kitchens Lane Shelter,Wissahickon Valley Park,Wissahickon Valley Park,5943 WISSAHICKON DR,Structure,Pavilion\Shelter,Historic Building,346.4502033,0.00795343,19128, , ,,12-Nov-13,Vanessa Miller,Lessee/Tenants,FPHPT Lease,
980,Allens Lane Shelter,Allens Lane Art Center,Allens Lane Art Center,6375 WISSAHICKON DR,Structure,Pavilion\Shelter,Historic Building,426.6279372,0.00979407,19128, , ,,12-Nov-13,Vanessa Miller,PPR,,Allens Lane
981,Bldg. Ruin,Pennypack Creek Park,Pennypack Creek Park, ,Structure,Historic House,Historic Structure,143.1836784,0.00328706,19136, , ,,12-Nov-13,Vanessa Miller,PPR,,
982,Rhawn St. Picnic Pavilion,Pennypack Creek Park,Pennypack Creek Park,3100 RHAWN ST,Structure,Pavilion\Shelter,Historic Building,1666.265158,0.03825234,19136, , ,,12-Nov-13,Vanessa Miller,PPR,,
983,Pennypack Shelter Ruins,Pennypack Creek Park,Pennypack Creek Park,8101 CRESCO AVE,Structure,Historic House,Historic Structure,1005.668102,0.02308706,19136, , ,,12-Nov-13,Vanessa Miller,PPR,,
984,Guard Box @ Rhawn Street,Pennypack Creek Park,Pennypack Creek Park,3100 RHAWN ST,Structure,Guard Box,Historic Structure,233.9884835,0.00537166,19136, , ,,12-Nov-13,Vanessa Miller,PPR,,
985,Guard Box @ Valley Green Inn,Wissahickon Valley Park,Wissahickon Valley Park,7600 FORBIDDEN DRIVE,Structure,Guard Box,Historic Structure,27.70123585,0.00063594,19128, , ,,12-Nov-13,Vanessa Miller,PPR,,
986,Rex Avenue Shelter,Wissahickon Valley Park,Wissahickon Valley Park,8201 WISSAHICKON DR,Structure,Pavilion\Shelter,Historic Building,294.2024421,0.00675399,19128, , ,,19-Dec-12,Vanessa Miller,PPR,,
987,Burholme Park Picnic Pavilion,Burholme Park,Burholme Park,7500 CENTRAL AVE,Structure,Pavilion\Shelter,,1631.817676,0.03746153,19111, , ,,12-Nov-13,Vanessa Miller,Lessee/Tenants,"Northeast Optimist, Inc., (N.E.O.)",Burholme Park
988,Burholme GC Driving Range Canopy,Burholme Driving Range,Burholme Park,401 W COTTMAN AVE,Structure,Pavilion\Shelter,Golf Driving Range,1136.582467,0.02609245,19111, , ,,12-Nov-13,Vanessa Miller,Lessee/Tenants,"Burholme Golf, Inc.",Burholme Park
989,Bensalem Shelter,Pennypack Creek Park,Pennypack Creek Park,8600 E ROOSEVELT BLV,Structure,Pavilion\Shelter,Historic Building,1175.856317,0.02699405,19115, , ,,19-Dec-12,Vanessa Miller,PPR,,
990,Bells Mill Picnic Shelter,Wissahickon Valley Park,Wissahickon Valley Park,230 BELLS MILL RD,Structure,Pavilion\Shelter,Historic Building,309.9142378,0.00711468,19118, , ,,12-Nov-13,Vanessa Miller,PPR,,
991,Guard Box @ Bells Mill,Wissahickon Valley Park,Wissahickon Valley Park,251 BELLS MILL RD,Structure,Guard Box,Historic Structure,137.649845,0.00316002,19118, , ,,12-Nov-13,Vanessa Miller,PPR,,
992,Harper's Meadow Shelter,Wissahickon Valley Park,Wissahickon Valley Park,9091 WISSAHICKON DR,Structure,Pavilion\Shelter,Historic Building,213.1105619,0.00489236,19118, , ,,12-Nov-13,Vanessa Miller,PPR,,
993,Pine Road Picnic Shelter,Pennypack Creek Park,Pennypack Creek Park,8751 PINE RD,Structure,Pavilion\Shelter,Historic Building,2474.805774,0.05681395,19111, , ,,12-Nov-13,Vanessa Miller,PPR,,
994,Guard Box @ Pine Road,Pennypack Creek Park,Pennypack Creek Park,8751 PINE RD,Structure,Guard Box,Historic Structure,315.8770172,0.00725157,19111, , ,,12-Nov-13,Vanessa Miller,Lessee/Tenants,Fairmount Park Ranger Corps,
995,Water Works Gazebo on Dam,Water Works,East Fairmount Park, ,Structure,Pavilion\Shelter,Historic Structure,435.3611397,0.00999456,19130, , ,,12-Nov-13,Vanessa Miller,PPR,,
996,Water Works Pavilion,Water Works,East Fairmount Park, ,Structure,Pavilion\Shelter,Historic Building,3228.093953,0.07410714,19130, , ,,12-Nov-13,Vanessa Miller,PPR,,
997,District 6 Satellite Office,District 6 Satellite Office,District 6 Satellite Office,25TH & SEDGELY AVE,Building,Multi-Use Bldg,,10051.00394,0.23074022,19132,,,,12-Nov-13,Vanessa Miller,PPR,,
998,Gambrell Playground Building,Gambrell Playground,Gambrell Playground,1900 WAKELING ST,Building,Recreation Bldg,,9251.439817,0.21238468,19124,,,,12-Nov-13,Vanessa Miller,PPR,,
999,Nelson Playground Building,Nelson Playground,Nelson Playground,2500-34 N 3RD ST ,Building,Recreation Bldg,,2062.341887,0.04734504,19133,,,,12-Nov-13,Vanessa Miller,PPR,,
1000,Northern Maintenance Headquarters,Wissinoming Playground,Wissinoming Playground,5747 FRANKFORD AVE,Building,Garage\Maintenance\Storage Bldg,,6554.073038,0.15046142,19124,,,,12-Nov-13,Vanessa Miller,PPR,,
1001,Penrose Playground Building,Penrose Playground,Penrose Playground,1101 W SUSQUEHANNA AVE,Building,Recreation Bldg,,3921.661031,0.09002931,19133,,,,12-Nov-13,Vanessa Miller,PPR,,
1002,Sedgely Storeroom,Sedgely Storeroom,East Fairmount Park,2528 W SEDGELY AVE,Building,Garage\Maintenance\Storage Bldg,,13979.6132,0.32092904,19132,,,,12-Nov-13,Vanessa Miller,PPR,,
1003,York St Mini Park,York St Mini Park,York St Mini Park,2400 W YORK ST,Land,Park- Mini,,867.9568453,0.01992563,19132,,,,12-Nov-13,Vanessa Miller,PPR,,York St Mini Park
1004,Colorado St Mini Park,Colorado St Mini Park,Colorado St Mini Park,2400 N COLORADO ST,Land,Park- Mini,,824.4914416,0.01892779,19132,,,,12-Nov-13,Vanessa Miller,PPR,,Colorado St Mini Park
1005,Stiles Street Playlot,Stiles Street Playlot,Stiles Street Playlot,1608 W STILES ST,Land,Recreation Site,,861.5147804,0.01977774,19121,,,,12-Nov-13,Vanessa Miller,PPR,,Stiles Street Playlot
1006,FAA Outer Marker,Cobbs Creek Driving Range & Sports Center,Cobbs Creek Park,7900 CITY AVE,Structure,Golf,,98.37097554,0.0022583,19151,,1904-1928,,12-Nov-13,Vanessa Miller,Lessee/Tenants,US Dept. Transportation,FAA Outer Marker
1007,Burholme Pitching Machine Building,Burholme Driving Range,Burholme Park,401 W COTTMAN AVE,Building,Batting Cage,Golf Driving Range,568.1232625,0.01304237,19111,,,,12-Nov-13,Vanessa Miller,Lessee/Tenants,"Burholme Golf, Inc.",
1008,Paine's Park,Paine's Park,Schuylkill Banks,MARTIN LUTHER KING DRIVE,Land,Park- Skate Park,,128087.0925,2.9404868,19103,, ,,16-Dec-13,Vanessa Miller,PPR,,Paine's Park
1009,Officer Daniel Boyle Park,Officer Daniel Boyle Park,Officer Daniel Boyle Park,2401-13 GERMANTOWN AVE,Land,Park- Mini, ,15313.71535,0.35155594,19133,Vandergift, ,Renamed by Police Department (Vandergift),12-Nov-13,Vanessa Miller,PPR,,Officer Daniel Boyle Park
1010,Wissahickon East,Wissahickon East,Wissahickon East,7530 ANDERSON ST,Land,Park- Watershed\Conservation,,244580.6245,5.614821,19119,,2013,,06-Jun-14,Nora Dougherty,PPR,,Wissahickon East
1011,22nd & Market Memorial Park ,22nd & Market Memorial Park ,22nd & Market Memorial Park ,2140 MARKET ST,Land,Park- Mini,,2445.077198,0.05613147,19103,Salvation Army Collapse Site,2014,under construction ,21-Jun-14,Nora Dougherty,PPR,,22nd & Market Memorial Park
1012,Ingersoll Park,Ingersoll Park,Ingersoll Park,1300 N. 16th Street,Land,Park- Neighborhood,,55598.75658,1.27637693,19121,,2014,under construction,21-Jun-14,Nora Dougherty,PPR,,Ingersoll Park
1013,Eakins Oval,Eakins Oval,Benjamin Franklin Parkway,2451 BENJ FRANKLIN PKY,Land,Park- Linear\Parkway,,340549.7591,7.81797799,,,1917-1928,,27-Jun-14,Nora Dougherty,PPR,,Eakins Oval
1014,Park Towne,Benjamin Franklin Parkway,Benjamin Franklin Parkway,BENJAMIN FRANKLIN PKY,Land,Park- Linear\Parkway,,160447.9168,3.68339207,,,1917-1928,,12-Nov-13,Nora Dougherty,,,
1015,Poquessing Creek Park 4,Poquessing Creek Park,Poquessing Creek Park,3601 ACADEMY RD,Land,Park- Watershed\Conservation, ,2688046.017,61.70929222,19154, ,1960-1970, ,19-Dec-12,Vanessa Miller,,,Poquessing Creek Park
1016,Poquessing Creek Park 3,Poquessing Creek Park,Poquessing Creek Park,3125 MECHANICSVILLE RD,Land,Park- Watershed\Conservation, ,1402678.3,32.2011917,19154, ,1960-1970, ,19-Dec-12,Vanessa Miller,,,Poquessing Creek Park
1017,Poquessing Creek Park 5,Poquessing Creek Park,Poquessing Creek Park,4341 WHITING RD,Land,Park- Watershed\Conservation, ,1004729.12,23.06549906,19154, ,1960-1970, ,19-Dec-12,Vanessa Miller,,,Poquessing Creek Park
1018,Poquessing Creek Park 8,Poquessing Creek Park,Poquessing Creek Park,9900-99 HEGERMAN ST,Land,Park- Watershed\Conservation, ,715968.7297,16.43644613,19114, ,1960-1970, ,19-Dec-12,Vanessa Miller,,,Poquessing Creek Park
1019,Poquessing Creek Park 6,Poquessing Creek Park,Poquessing Creek Park,130 DIMARCO DR,Land,Park- Watershed\Conservation, ,658643.0791,15.12042502,19154, ,1960-1970, ,19-Dec-12,Vanessa Miller,,,Poquessing Creek Park
1020,Poquessing Creek Park 7,Poquessing Creek Park,Poquessing Creek Park,10501 KNIGHTS RD,Land,Park- Watershed\Conservation, ,566415.3988,13.00316034,19154, ,1960-1970, ,19-Dec-12,Vanessa Miller,,,Poquessing Creek Park
1021,Poquessing Creek Park 2,Poquessing Creek Park,Poquessing Creek Park,1300-2600 POQUESSING CRK DR,Land,Park- Watershed\Conservation, ,148988.4102,3.42031694,19116, ,1960-1970, ,19-Dec-12,Vanessa Miller,,,Poquessing Creek Park
1022,Fairmount Drainage Right of Way 1,Fairmount Drainage Right of Way,Fairmount Drainage Right of Way,190 ALBURGER AVE,Land,Park- Regional/Watershed, ,2309601.88,53.02137555,19115, , , ,19-Dec-12,Vanessa Miller,,,
1023,Fairmount Drainage Right of Way 7,Fairmount Drainage Right of Way,Fairmount Drainage Right of Way,10901-11899 WALDEMIRE DR,Land,Park- Regional/Watershed, ,2285725.851,52.47325514,19154, , , ,19-Dec-12,Vanessa Miller,,,
1024,Fairmount Drainage Right of Way 2,Fairmount Drainage Right of Way,Fairmount Drainage Right of Way,8601 VERREE RD,Land,Park- Regional/Watershed, ,994210.8666,22.82403222,19115, , , ,19-Dec-12,Vanessa Miller,,,
1025,Fairmount Drainage Right of Way 5,Fairmount Drainage Right of Way,Fairmount Drainage Right of Way,3460 MORRELL AVE,Land,Park- Regional/Watershed, ,1104557.689,25.35725682,19114, , , ,19-Dec-12,Vanessa Miller,,,
1026,Fairmount Drainage Right of Way 4,Fairmount Drainage Right of Way,Fairmount Drainage Right of Way,2870 WILLITS RD,Land,Park- Regional/Watershed, ,246486.7552,5.65857992,19136, , , ,19-Dec-12,Vanessa Miller,,,
1027,Fairmount Drainage Right of Way 3,Fairmount Drainage Right of Way,Fairmount Drainage Right of Way,2620 MAXWELL ST,Land,Park- Regional/Watershed, ,228470.1832,5.24497468,19152, , , ,19-Dec-12,Vanessa Miller,,,
1028,Fairmount Drainage Right of Way 8,Fairmount Drainage Right of Way,Fairmount Drainage Right of Way,3777 MORRELL AVE,Land,Park- Regional/Watershed, ,366278.7505,8.40863672,19114, , , ,19-Dec-12,Vanessa Miller,,,
1029,Fairmount Drainage Right of Way 6,Fairmount Drainage Right of Way,Fairmount Drainage Right of Way,3099 WOODHAVEN RD,Land,Park- Regional/Watershed, ,143671.6061,3.29825943,19154, , , ,19-Dec-12,Vanessa Miller,,,
1030,Glen Foerd,Glen Foerd,Glen Foerd,5001 GRANT AVE,Land,Park- Watershed\Conservation, ,938656.4428,21.54867304,19114, ,1984, ,19-Dec-12,Vanessa Miller,,,Glen Foerd
1031,Allens Lane Art Center,Allens Lane Art Center,Allens Lane Art Center,621 W ALLENS LA,Land,Park- Community, ,251075.4362,5.76392196,19119, ,1945, ,19-Dec-12,Vanessa Miller,,,Allens Lane Art Center
1032,Martin Luther King Recreation Center,Martin Luther King Recreation Center,Martin Luther King Recreation Center,2101-35 CECIL B MOORE AVE,Land,Recreation Center, ,228852.0853,5.25374198,19121, , , ,19-Dec-12,Vanessa Miller,,,King
1033,Gathers Recreation Center ,Gathers Recreation Center,Gathers Recreation Center ,2501-59 DIAMOND ST,Land,Recreation Center, ,161294.5014,3.70282706,19121, , , ,19-Dec-12,Vanessa Miller,,,Gathers
1034,River Field,Benjamin Franklin Parkway,Benjamin Franklin Parkway,302 N 24TH ST,Land,Park- Linear\Parkway, ,300071.7007,6.88872592,19103, ,1917-1928, ,19-Dec-12,Vanessa Miller,,,River Field
1035,Levy Park,Benjamin Franklin Parkway,Benjamin Franklin Parkway,1619-29 ARCH ST,Land,Park- Linear\Parkway, ,24437.07812,0.56100036,19103, ,1917-1928, ,19-Dec-12,Vanessa Miller,,,Levy Park
1036,Kingsessing Recreation Center,Kingsessing Recreation Center,Kingsessing Recreation Center,4901 KINGSESSING AVE,Land,Recreation Center, ,398956.2958,9.15881294,19143, , , ,19-Dec-12,Vanessa Miller,,,Kingsessing
1037,Lanier Playground,Lanier Playground,Lanier Playground,1600 S 29TH ST,Land,Park- Neighborhood, ,178787.0257,4.10440176,19145, , , ,19-Dec-12,Vanessa Miller,,,Lanier
1038,Irish Memorial,I-95 Park,I-95 Park,111 S FRONT ST,Land,Park- Linear\Parkway, ,80701.0126,1.85264774,19106, ,1976, ,08-Aug-14,Nora Dougherty,,,Irish Memorial
1039,Korean War Veteran's Memorial,I-95 Park,I-95 Park,109 SPRUCE ST,Land,Park- Linear\Parkway, ,56973.74975,1.30794255,19106, ,1976, ,19-Dec-12,Vanessa Miller,,,Korean War Veteran's Memorial
1040,Vietnam Memorial,I-95 Park,I-95 Park,10 SPRUCE ST,Land,Park- Linear\Parkway, ,87083.53342,1.99917084,19106, ,1976, ,19-Dec-12,Vanessa Miller,,,Vietnam Memorial
1041,Northern Liberties Recreation Center Building,Northern Liberties Recreation Center,Northern Liberties Recreation Center,313-27 FAIRMOUNT AVE,Building,Recreation Bldg,Historic Building,11045.97141,0.25358163,19123, , ,,12-Nov-13,Vanessa Miller,PPR,,
1042,Northern Liberties Recreation Center,Northern Liberties Recreation Center,Northern Liberties Recreation Center,313-27 FAIRMOUNT AVE,Land,Recreation Center, ,28519.96822,0.654731,19123, , , ,19-Dec-12,Vanessa Miller,,,Northern Liberties
1043,Northern Liberties Recreation Center Building,Northern Liberties Recreation Center,Northern Liberties Recreation Center,313-27 FAIRMOUNT AVE,Building,Recreation Bldg,Historic Building,11045.97141,0.25358163,19123, , ,,19-Dec-12,Vanessa Miller,,,
1044,Vine Street Cover,Logan Square,Benjamin Franklin Parkway,200 N 18TH ST,Land,Park- Square\Plaza, ,89755.44458,2.06050972,19103, ,1917-1928, ,19-Dec-12,Vanessa Miller,,,
1045,Aviator Park,Benjamin Franklin Parkway,Benjamin Franklin Parkway,200 N 19TH ST,Land,Park- Linear\Parkway, ,81731.45787,1.8763036,19103, ,1917-1928, ,19-Dec-12,Vanessa Miller,,,Aviator Park
1046,Winter Street,Benjamin Franklin Parkway,Benjamin Franklin Parkway,231-51 N 22ND ST,Land,Park- Linear\Parkway, ,76859.61976,1.76446114,19103, ,1917-1928, ,19-Dec-12,Vanessa Miller,,,
1047,Sisters City Park,Logan Square,Benjamin Franklin Parkway,200 N 18TH ST,Land,Park- Square\Plaza, ,69041.13244,1.58497265,19103, ,1917-1928, ,19-Dec-12,Vanessa Miller,,,Sisters City Park
1048,Cret Park,Benjamin Franklin Parkway,Benjamin Franklin Parkway,110 N 16TH ST,Land,Park- Linear\Parkway, ,48455.97097,1.11240048,19103, ,1917-1928, ,19-Dec-12,Vanessa Miller,,,Cret Park
1049,East Triangle,Benjamin Franklin Parkway,Benjamin Franklin Parkway,200 N 18TH ST,Land,Park- Linear\Parkway, ,8464.5425,0.19431993,19103, ,1917-1928, ,19-Dec-12,Vanessa Miller,,,
1050,West Triangle,Benjamin Franklin Parkway,Benjamin Franklin Parkway,200 N 19TH ST,Land,Park- Linear\Parkway, ,6491.095916,0.14901565,19103, ,1917-1928, ,19-Dec-12,Vanessa Miller,,,
1051,Kopernicus Triangle,Benjamin Franklin Parkway,Benjamin Franklin Parkway,1716-34 RACE ST,Land,Park- Linear\Parkway, ,25833.61674,0.59306061,19103, ,1917-1928, ,19-Dec-12,Vanessa Miller,,,
1052,Binswanger Triangle,Benjamin Franklin Parkway,Benjamin Franklin Parkway,2200 BENJ FRANKLIN PKY,Land,Park- Linear\Parkway, ,10051.9381,0.23076167,19130, ,1917-1928, ,19-Dec-12,Vanessa Miller,,,
1053,Princeton Avenue Boat Launch,Princeton Avenue Boat Launch,Princeton Avenue Boat Launch,7071R MILNOR ST,Land,Park- Neighborhood,,126263.9855,2.89863385,,Tacony Boat launch,2014,,25-Aug-14,Nora Dougherty,PPR,,Princeton Avenue Boat Launch
1054,Glen Foerd Boathouse,Glen Foerd,Glen Foerd,5001 Grant Avenue,Building,Boathouse,,1111.321944,0.02551254,,,,,08-Oct-14,Nora Dougherty,Lessee/Tenants,,
1055,Carpenter's Woods,Wissahickon Valley Park,Carpenter's Woods,7045-99 GREENE ST,Land,Park- Regional/Watershed,,1745177.181,40.06391555,,,1916,,17-Oct-14,Nora Dougherty,,,Carpenter's Woods
1056,Hayes Woods,Hayes Playground,Hayes Woods,9850 E ROOSEVELT BLV,Land,Park- Regional/Watershed, ,821741.1505,18.86465651,19115,Swenson Park, , ,12-Nov-13,Nora Dougherty,PPR,,Hayes 
1057,Hayes Playground,Hayes Playground,Hayes Playground,9850 E ROOSEVELT BLV,Land,Recreation Site, ,876030.7212,20.11097854,19115,Swenson Park, , ,12-Nov-13,Vanessa Miller,PPR,,Hayes 
1058,Bartram's Mile,Bartram's Mile,Bartram's Mile,3000 S 56TH ST,Land,Park- Neighborhood,,387346.2455,8.89228179,19143,,2014,,08-Dec-14,Nora Dougherty,PPR,,Bartram's Mile
1059,Gray's Ferry Crescent,Gray's Ferry Crescent,Gray's Ferry Crescent,3401R GRAYS FERRY AVE,Land,Park- Linear\Parkway,,963891.3271,22.12798858,19146,,"2010, 2015",dupont parcel added in 2015,02-Feb-15,Nora Dougherty,PPR,,Gray's Ferry Crescent
1060,Hope Park,Hope Park,Hope Park,201-19 E INDIANA AVE,Land,Park- Neighborhood,,45162.52154,1.03679298,19134,,2015,,05-Feb-15,Nora Dougherty,PPR,,Hope Park
1061,Logan Square,Logan Square,Benjamin Franklin Parkway,200 N 18TH ST,Land,Park- Linear\Parkway,,381310.7959,8.75372638,19103,,1917-1928,,05-Feb-15,Nora Dougherty,,,Logan Square
1062,Titan Park,Titan Park,Titan Park,108-10 Titan Street,Land,Park- Mini,,951.3768739,0.0218407,19147,,,,26-Feb-15,Nora Dougherty,PPR,,Titan Park
1063,Basilica Green,Benjamin Franklin Parkway,Benjamin Franklin Parkway,201-01 N 18th Street,Land,Lot\Breezeway\Island,,12000.63803,0.27549784,,,,,24-May-16,Nora Dougherty,,,
